sale_date,medicine_name,manufacturer,storage_condition,quantity_sold,temperature,flu_season,rain,Unit_type
19/02/2021,Omeprazole 20mg,STADA,Room temperature,2137,17.51,1,0,hộp
19/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,5963,17.33,1,0,hộp
19/02/2021,Salbutamol inhaler,GSK,Cool place,1918,17.38,1,0,chai
19/02/2021,Salonpas,Hisamitsu,Dry place,5470,18.11,1,1,gói
19/02/2021,Smecta,Ipsen,Dry place,3106,18.11,1,1,gói
19/02/2021,Thuốc ho Prospan,Engelhard,Cool place,4108,17.24,1,0,chai
19/02/2021,V-Rohto,Rohto,Cool place,4129,17.97,1,1,chai
19/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,6586,17.48,1,0,hộp
19/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,2291,18.18,1,0,lọ
19/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,4554,18.38,1,1,chai
20/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,2188,17.57,1,0,chai
20/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1322,18.33,1,0,hộp
20/02/2021,Coldrex,GSK,Room temperature,5247,18.25,1,1,hộp
20/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3945,18.07,1,0,hộp
20/02/2021,Loratadine 10mg,Sanofi,Room temperature,2038,17.66,1,1,hộp
20/02/2021,Omeprazole 20mg,STADA,Room temperature,2136,17.37,1,0,hộp
20/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,5923,17.33,1,0,hộp
20/02/2021,Salbutamol inhaler,GSK,Cool place,1921,17.30,1,0,chai
20/02/2021,Salonpas,Hisamitsu,Dry place,5458,18.00,1,0,gói
20/02/2021,Smecta,Ipsen,Dry place,3133,18.11,1,1,gói
20/02/2021,Thuốc ho Prospan,Engelhard,Cool place,4131,17.23,1,1,chai
20/02/2021,V-Rohto,Rohto,Cool place,4148,17.82,1,0,chai
20/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,6635,17.24,1,0,hộp
20/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,2301,18.03,1,1,lọ
20/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,4538,18.36,1,0,chai
21/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,2181,17.56,1,0,chai
21/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1323,18.25,1,0,hộp
21/02/2021,Coldrex,GSK,Room temperature,5221,18.28,1,0,hộp
21/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3946,17.94,1,0,hộp
21/02/2021,Loratadine 10mg,Sanofi,Room temperature,2045,17.51,1,1,hộp
21/02/2021,Omeprazole 20mg,STADA,Room temperature,2136,17.26,1,0,hộp
21/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,5877,17.33,1,0,hộp
21/02/2021,Salbutamol inhaler,GSK,Cool place,1923,17.24,1,0,chai
21/02/2021,Salonpas,Hisamitsu,Dry place,5445,17.92,1,0,gói
21/02/2021,Smecta,Ipsen,Dry place,3152,18.11,1,1,gói
21/02/2021,Thuốc ho Prospan,Engelhard,Cool place,4148,17.22,1,0,chai
21/02/2021,V-Rohto,Rohto,Cool place,4163,17.71,1,0,chai
21/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,6672,17.07,1,1,hộp
21/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,2308,17.93,1,0,lọ
21/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,4520,18.34,1,1,chai
22/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,2172,17.56,1,0,chai
22/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1324,18.22,1,0,hộp
22/02/2021,Coldrex,GSK,Room temperature,5192,18.33,1,1,hộp
22/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3947,17.89,1,1,hộp
22/02/2021,Loratadine 10mg,Sanofi,Room temperature,2048,17.44,1,1,hộp
22/02/2021,Omeprazole 20mg,STADA,Room temperature,2135,17.22,1,0,hộp
22/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,5824,17.33,1,0,hộp
22/02/2021,Salbutamol inhaler,GSK,Cool place,1924,17.22,1,0,chai
22/02/2021,Salonpas,Hisamitsu,Dry place,5429,17.89,1,1,gói
22/02/2021,Smecta,Ipsen,Dry place,3160,18.11,1,0,gói
22/02/2021,Thuốc ho Prospan,Engelhard,Cool place,4155,17.22,1,1,chai
22/02/2021,V-Rohto,Rohto,Cool place,4168,17.67,1,0,chai
22/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,6686,17.00,1,0,hộp
22/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,2311,17.89,1,0,lọ
22/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,4498,18.33,1,1,chai
23/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,2063,17.97,1,0,chai
23/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1295,18.53,1,1,hộp
23/02/2021,Coldrex,GSK,Room temperature,4908,18.72,1,0,hộp
23/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3869,18.16,1,1,hộp
23/02/2021,Loratadine 10mg,Sanofi,Room temperature,2003,17.87,1,0,hộp
23/02/2021,Omeprazole 20mg,STADA,Room temperature,2085,17.62,1,0,hộp
23/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,5648,17.79,1,0,hộp
23/02/2021,Salbutamol inhaler,GSK,Cool place,1881,17.63,1,0,chai
23/02/2021,Salonpas,Hisamitsu,Dry place,5305,18.20,1,0,gói
23/02/2021,Smecta,Ipsen,Dry place,3082,18.51,1,1,gói
23/02/2021,Thuốc ho Prospan,Engelhard,Cool place,3948,17.62,1,0,chai
23/02/2021,V-Rohto,Rohto,Cool place,4071,18.01,1,1,chai
23/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,6436,17.47,1,0,hộp
23/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,2228,18.29,1,0,lọ
23/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,4252,18.67,1,0,chai
24/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,1817,19.05,1,1,chai
24/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1223,19.33,1,0,hộp
24/02/2021,Coldrex,GSK,Room temperature,4288,19.63,1,0,hộp
24/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3674,18.88,1,0,hộp
24/02/2021,Loratadine 10mg,Sanofi,Room temperature,1892,18.96,1,1,hộp
24/02/2021,Omeprazole 20mg,STADA,Room temperature,1964,18.63,1,1,hộp
24/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,5298,18.96,1,0,hộp
24/02/2021,Salbutamol inhaler,GSK,Cool place,1774,18.68,1,0,chai
24/02/2021,Salonpas,Hisamitsu,Dry place,5024,19.00,1,1,gói
24/02/2021,Smecta,Ipsen,Dry place,2891,19.52,1,0,gói
24/02/2021,Thuốc ho Prospan,Engelhard,Cool place,3462,18.65,1,0,chai
24/02/2021,V-Rohto,Rohto,Cool place,3830,18.90,1,0,chai
24/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,5833,18.67,1,0,hộp
24/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,2027,19.32,1,1,lọ
24/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,3709,19.54,1,0,chai
25/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,1531,20.53,1,0,chai
25/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1132,20.44,1,0,hộp
25/02/2021,Coldrex,GSK,Room temperature,3574,20.84,1,1,hộp
25/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3421,19.88,1,1,hộp
25/02/2021,Loratadine 10mg,Sanofi,Room temperature,1749,20.46,1,1,hộp
25/02/2021,Omeprazole 20mg,STADA,Room temperature,1809,20.02,1,1,hộp
25/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,4875,20.57,1,0,hộp
25/02/2021,Salbutamol inhaler,GSK,Cool place,1638,20.11,1,0,chai
25/02/2021,Salonpas,Hisamitsu,Dry place,4669,20.10,1,0,gói
25/02/2021,Smecta,Ipsen,Dry place,2648,20.91,1,0,gói
25/02/2021,Thuốc ho Prospan,Engelhard,Cool place,2892,20.06,1,0,chai
25/02/2021,V-Rohto,Rohto,Cool place,3525,20.12,1,0,chai
25/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,5099,20.32,1,0,hộp
25/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1782,20.73,1,1,lọ
25/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,3084,20.74,1,0,chai
26/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,1270,22.14,1,0,chai
26/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,1040,21.69,1,0,hộp
26/02/2021,Coldrex,GSK,Room temperature,2934,22.15,1,0,hộp
26/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,3161,21.01,1,0,hộp
26/02/2021,Loratadine 10mg,Sanofi,Room temperature,1606,22.09,1,1,hộp
26/02/2021,Omeprazole 20mg,STADA,Room temperature,1655,21.53,1,0,hộp
26/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,4460,22.32,1,1,hộp
26/02/2021,Salbutamol inhaler,GSK,Cool place,1501,21.67,1,0,chai
26/02/2021,Salonpas,Hisamitsu,Dry place,4314,21.29,1,1,gói
26/02/2021,Smecta,Ipsen,Dry place,2407,22.42,1,0,gói
26/02/2021,Thuốc ho Prospan,Engelhard,Cool place,2378,21.60,1,0,chai
26/02/2021,V-Rohto,Rohto,Cool place,3219,21.47,1,1,chai
26/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,4404,22.12,1,0,hộp
26/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1548,22.27,1,0,lọ
26/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,2525,22.04,1,0,chai
27/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,1069,23.61,1,0,chai
27/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,962,22.89,1,0,hộp
27/02/2021,Coldrex,GSK,Room temperature,2450,23.35,1,0,hộp
27/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,2934,22.12,1,1,hộp
27/02/2021,Loratadine 10mg,Sanofi,Room temperature,1484,23.59,1,0,hộp
27/02/2021,Omeprazole 20mg,STADA,Room temperature,1525,22.92,1,0,hộp
27/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,4115,23.93,1,0,hộp
27/02/2021,Salbutamol inhaler,GSK,Cool place,1386,23.10,1,1,chai
27/02/2021,Salonpas,Hisamitsu,Dry place,4013,22.40,1,0,gói
27/02/2021,Smecta,Ipsen,Dry place,2205,23.81,1,1,gói
27/02/2021,Thuốc ho Prospan,Engelhard,Cool place,1986,23.01,1,1,chai
27/02/2021,V-Rohto,Rohto,Cool place,2962,22.75,1,0,chai
27/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3850,23.77,1,0,hộp
27/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1360,23.68,1,0,lọ
27/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,2103,23.23,1,0,chai
28/02/2021,Acetylcysteine syrup,DHG Pharma,Cool place,941,24.69,1,0,chai
28/02/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,909,23.87,1,0,hộp
28/02/2021,Coldrex,GSK,Room temperature,2148,24.22,1,0,hộp
28/02/2021,Ibuprofen 200mg,Traphaco,Room temperature,2768,23.06,1,1,hộp
28/02/2021,Loratadine 10mg,Sanofi,Room temperature,1400,24.69,1,0,hộp
28/02/2021,Omeprazole 20mg,STADA,Room temperature,1436,23.94,1,0,hộp
28/02/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3882,25.10,1,1,hộp
28/02/2021,Salbutamol inhaler,GSK,Cool place,1307,24.15,1,0,chai
28/02/2021,Salonpas,Hisamitsu,Dry place,3807,23.22,1,0,gói
28/02/2021,Smecta,Ipsen,Dry place,2068,24.83,1,0,gói
28/02/2021,Thuốc ho Prospan,Engelhard,Cool place,1742,24.04,1,1,chai
28/02/2021,V-Rohto,Rohto,Cool place,2787,23.73,1,0,chai
28/02/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3490,24.98,1,0,hộp
28/02/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1238,24.71,1,0,lọ
28/02/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1840,24.11,1,1,chai
01/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,892,25.11,0,1,chai
01/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,889,24.44,0,0,hộp
01/03/2021,Coldrex,GSK,Room temperature,2041,24.56,0,0,hộp
01/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2686,23.67,0,1,hộp
01/03/2021,Loratadine 10mg,Sanofi,Room temperature,1367,25.11,0,1,hộp
01/03/2021,Omeprazole 20mg,STADA,Room temperature,1403,24.33,0,0,hộp
01/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3795,25.56,0,0,hộp
01/03/2021,Salbutamol inhaler,GSK,Cool place,1278,24.56,0,0,chai
01/03/2021,Salonpas,Hisamitsu,Dry place,3730,23.56,0,0,gói
01/03/2021,Smecta,Ipsen,Dry place,2017,25.22,0,0,gói
01/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1655,24.44,0,0,chai
01/03/2021,V-Rohto,Rohto,Cool place,2722,24.22,0,0,chai
01/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3359,25.44,0,1,hộp
01/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1193,25.11,0,1,lọ
01/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1747,24.44,0,0,chai
02/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,887,25.09,0,0,chai
02/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,889,24.75,0,1,hộp
02/03/2021,Coldrex,GSK,Room temperature,2041,24.55,0,1,hộp
02/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2656,24.05,0,0,hộp
02/03/2021,Loratadine 10mg,Sanofi,Room temperature,1365,25.08,0,0,hộp
02/03/2021,Omeprazole 20mg,STADA,Room temperature,1406,24.28,0,0,hộp
02/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3802,25.45,0,1,hộp
02/03/2021,Salbutamol inhaler,GSK,Cool place,1279,24.55,0,0,chai
02/03/2021,Salonpas,Hisamitsu,Dry place,3732,23.58,0,0,gói
02/03/2021,Smecta,Ipsen,Dry place,2021,25.22,0,0,gói
02/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1656,24.43,0,0,chai
02/03/2021,V-Rohto,Rohto,Cool place,2723,24.39,0,0,chai
02/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3367,25.39,0,1,hộp
02/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1195,25.11,0,0,lọ
02/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1749,24.43,0,0,chai
03/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,883,25.02,0,0,chai
03/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,889,25.03,0,0,hộp
03/03/2021,Coldrex,GSK,Room temperature,2042,24.53,0,1,hộp
03/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2630,24.42,0,1,hộp
03/03/2021,Loratadine 10mg,Sanofi,Room temperature,1363,24.98,0,0,hộp
03/03/2021,Omeprazole 20mg,STADA,Room temperature,1414,24.16,0,0,hộp
03/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3820,25.18,0,1,hộp
03/03/2021,Salbutamol inhaler,GSK,Cool place,1280,24.52,0,0,chai
03/03/2021,Salonpas,Hisamitsu,Dry place,3737,23.60,0,0,gói
03/03/2021,Smecta,Ipsen,Dry place,2031,25.21,0,0,gói
03/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1660,24.38,0,0,chai
03/03/2021,V-Rohto,Rohto,Cool place,2725,24.53,0,0,chai
03/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3388,25.24,0,0,hộp
03/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1199,25.10,0,0,lọ
03/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1755,24.40,0,0,chai
04/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,879,24.94,0,0,chai
04/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,889,25.28,0,0,hộp
04/03/2021,Coldrex,GSK,Room temperature,2043,24.51,0,1,hộp
04/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2608,24.75,0,0,hộp
04/03/2021,Loratadine 10mg,Sanofi,Room temperature,1361,24.85,0,0,hộp
04/03/2021,Omeprazole 20mg,STADA,Room temperature,1424,23.98,0,0,hộp
04/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3845,24.81,0,0,hộp
04/03/2021,Salbutamol inhaler,GSK,Cool place,1283,24.48,0,0,chai
04/03/2021,Salonpas,Hisamitsu,Dry place,3743,23.61,0,0,gói
04/03/2021,Smecta,Ipsen,Dry place,2044,25.20,0,0,gói
04/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1665,24.31,0,0,chai
04/03/2021,V-Rohto,Rohto,Cool place,2728,24.65,0,0,chai
04/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3417,25.03,0,0,hộp
04/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1205,25.09,0,0,lọ
04/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1762,24.36,0,0,chai
05/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,877,24.84,0,0,chai
05/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,889,25.48,0,0,hộp
05/03/2021,Coldrex,GSK,Room temperature,2043,24.49,0,0,hộp
05/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2590,25.03,0,0,hộp
05/03/2021,Loratadine 10mg,Sanofi,Room temperature,1360,24.70,0,0,hộp
05/03/2021,Omeprazole 20mg,STADA,Room temperature,1436,23.79,0,1,hộp
05/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3873,24.41,0,0,hộp
05/03/2021,Salbutamol inhaler,GSK,Cool place,1285,24.42,0,0,chai
05/03/2021,Salonpas,Hisamitsu,Dry place,3751,23.62,0,0,gói
05/03/2021,Smecta,Ipsen,Dry place,2059,25.18,0,0,gói
05/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1670,24.24,0,0,chai
05/03/2021,V-Rohto,Rohto,Cool place,2732,24.75,0,0,chai
05/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3449,24.80,0,1,hộp
05/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1212,25.07,0,0,lọ
05/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1771,24.31,0,0,chai
06/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,875,24.75,0,0,chai
06/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,890,25.64,0,0,hộp
06/03/2021,Coldrex,GSK,Room temperature,2044,24.47,0,0,hộp
06/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2577,25.25,0,0,hộp
06/03/2021,Loratadine 10mg,Sanofi,Room temperature,1359,24.56,0,0,hộp
06/03/2021,Omeprazole 20mg,STADA,Room temperature,1447,23.62,0,0,hộp
06/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3898,24.04,0,0,hộp
06/03/2021,Salbutamol inhaler,GSK,Cool place,1288,24.36,0,0,chai
06/03/2021,Salonpas,Hisamitsu,Dry place,3757,23.63,0,1,gói
06/03/2021,Smecta,Ipsen,Dry place,2073,25.16,0,1,gói
06/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1675,24.18,0,0,chai
06/03/2021,V-Rohto,Rohto,Cool place,2735,24.83,0,0,chai
06/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3479,24.58,0,1,hộp
06/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1218,25.05,0,0,lọ
06/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1780,24.27,0,0,chai
07/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,873,24.69,0,0,chai
07/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,890,25.74,0,0,hộp
07/03/2021,Coldrex,GSK,Room temperature,2045,24.45,0,1,hộp
07/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2569,25.39,0,0,hộp
07/03/2021,Loratadine 10mg,Sanofi,Room temperature,1358,24.43,0,1,hộp
07/03/2021,Omeprazole 20mg,STADA,Room temperature,1455,23.49,0,0,hộp
07/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3917,23.77,0,1,hộp
07/03/2021,Salbutamol inhaler,GSK,Cool place,1289,24.29,0,0,chai
07/03/2021,Salonpas,Hisamitsu,Dry place,3762,23.65,0,1,gói
07/03/2021,Smecta,Ipsen,Dry place,2083,25.14,0,0,gói
07/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1679,24.13,0,1,chai
07/03/2021,V-Rohto,Rohto,Cool place,2737,24.87,0,0,chai
07/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3501,24.42,0,0,hộp
07/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1222,25.03,0,1,lọ
07/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1788,24.23,0,0,chai
08/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,873,24.67,0,0,chai
08/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,890,25.78,0,0,hộp
08/03/2021,Coldrex,GSK,Room temperature,2045,24.44,0,1,hộp
08/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2566,25.44,0,0,hộp
08/03/2021,Loratadine 10mg,Sanofi,Room temperature,1358,24.33,0,0,hộp
08/03/2021,Omeprazole 20mg,STADA,Room temperature,1458,23.44,0,1,hộp
08/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3924,23.67,0,1,hộp
08/03/2021,Salbutamol inhaler,GSK,Cool place,1290,24.22,0,1,chai
08/03/2021,Salonpas,Hisamitsu,Dry place,3764,23.67,0,0,gói
08/03/2021,Smecta,Ipsen,Dry place,2087,25.11,0,0,gói
08/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1680,24.11,0,0,chai
08/03/2021,V-Rohto,Rohto,Cool place,2738,24.89,0,0,chai
08/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3509,24.33,0,0,hộp
08/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1224,25.00,0,1,lọ
08/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1794,24.22,0,0,chai
09/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,874,24.71,0,0,chai
09/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,892,25.66,0,1,hộp
09/03/2021,Coldrex,GSK,Room temperature,2043,24.50,0,0,hộp
09/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2574,25.40,0,0,hộp
09/03/2021,Loratadine 10mg,Sanofi,Room temperature,1358,24.27,0,0,hộp
09/03/2021,Omeprazole 20mg,STADA,Room temperature,1456,23.49,0,1,hộp
09/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3923,23.71,0,1,hộp
09/03/2021,Salbutamol inhaler,GSK,Cool place,1289,24.11,0,0,chai
09/03/2021,Salonpas,Hisamitsu,Dry place,3763,23.70,0,0,gói
09/03/2021,Smecta,Ipsen,Dry place,2083,25.04,0,0,gói
09/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1677,24.14,0,0,chai
09/03/2021,V-Rohto,Rohto,Cool place,2736,24.89,0,0,chai
09/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3493,24.31,0,1,hộp
09/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1222,24.90,0,0,lọ
09/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1798,24.28,0,0,chai
10/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,878,24.82,0,0,chai
10/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,897,25.36,0,0,hộp
10/03/2021,Coldrex,GSK,Room temperature,2037,24.64,0,0,hộp
10/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2593,25.29,0,0,hộp
10/03/2021,Loratadine 10mg,Sanofi,Room temperature,1359,24.20,0,0,hộp
10/03/2021,Omeprazole 20mg,STADA,Room temperature,1449,23.59,0,0,hộp
10/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3920,23.81,0,0,hộp
10/03/2021,Salbutamol inhaler,GSK,Cool place,1285,23.95,0,0,chai
10/03/2021,Salonpas,Hisamitsu,Dry place,3760,23.75,0,0,gói
10/03/2021,Smecta,Ipsen,Dry place,2072,24.92,0,1,gói
10/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1669,24.21,0,0,chai
10/03/2021,V-Rohto,Rohto,Cool place,2730,24.89,0,0,chai
10/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3452,24.28,0,0,hộp
10/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1217,24.68,0,0,lọ
10/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1802,24.42,0,0,chai
11/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,884,24.97,0,0,chai
11/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,904,24.95,0,0,hộp
11/03/2021,Coldrex,GSK,Room temperature,2029,24.84,0,1,hộp
11/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2621,25.13,0,0,hộp
11/03/2021,Loratadine 10mg,Sanofi,Room temperature,1359,24.14,0,0,hộp
11/03/2021,Omeprazole 20mg,STADA,Room temperature,1440,23.74,0,1,hộp
11/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3915,23.96,0,1,hộp
11/03/2021,Salbutamol inhaler,GSK,Cool place,1279,23.76,0,0,chai
11/03/2021,Salonpas,Hisamitsu,Dry place,3755,23.81,0,0,gói
11/03/2021,Smecta,Ipsen,Dry place,2057,24.75,0,0,gói
11/03/2021,Thuốc ho Prospan,Engelhard,Cool place,1659,24.31,0,0,chai
11/03/2021,V-Rohto,Rohto,Cool place,2723,24.89,0,0,chai
11/03/2021,Vitamin C 500mg,DHG Pharma,Room temperature,3397,24.26,0,0,hộp
11/03/2021,Vitamin D3 1000 IU,Nature Made,Room temperature,1210,24.40,0,0,lọ
11/03/2021,Xịt mũi Nazal,Nam Ha Pharma,Cool place,1806,24.62,0,1,chai
12/03/2021,Acetylcysteine syrup,DHG Pharma,Cool place,889,25.14,0,1,chai
12/03/2021,Amoxicillin-Clavulanate,Glomed,Room temperature,911,24.50,0,0,hộp
12/03/2021,Coldrex,GSK,Room temperature,2020,25.05,0,0,hộp
12/03/2021,Ibuprofen 200mg,Traphaco,Room temperature,2651,24.96,0,1,hộp
12/03/2021,Loratadine 10mg,Sanofi,Room temperature,1360,24.08,0,0,hộp
12/03/2021,Omeprazole 20mg,STADA,Room temperature,1429,23.92,0,0,hộp
12/03/2021,Paracetamol 500mg,DHG Pharma,Room temperature,3911,24.14,0,1,hộp
12/03/2021,Salbutamol inhaler,GSK,Cool place,1272,23.56,0,1,chai
12/03/2021,Salonpas,Hisamitsu,Dry place,3750,23.89,0,1,gói
